,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
307,2.140724802017212,0.5061377501025243,0.0,0.0,0.0001,"(50,)",5,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 5}",0.7409532902467688,0.7509459459459461,0.720793918918919,0.7666036955322669,0.7717299608522655,0.7501819091666768,0.018344815289767336,317,0.7272555640893407,0.7610172686306574,0.728109017762122,0.7602301817050937,0.7876441305242757,0.7528512325422978,0.022799097446653004
308,1.7563059329986572,1.2658294523526465,0.003124904632568359,0.0062498092651367175,0.0001,"(50,)",6,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 6}",0.7522489298304518,0.832837837837838,0.750641891891892,0.7553368036403749,0.7369323578488,0.7656211170420193,0.03420976462545187,304,0.7505139560037725,0.8411060657108407,0.7522860827126,0.7546697325064543,0.7460868666268463,0.7689325407121028,0.036195908773372344
309,2.0532130718231203,0.06960134955962663,0.0,0.0,0.0001,"(50,)",7,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 7}",0.8333950604331041,0.8272804054054056,0.8205743243243245,0.8304595284059569,0.8264964381979206,0.8276428071036656,0.004301881746815655,261,0.8263356090290056,0.8305359730691897,0.8289688908887093,0.8293558627673151,0.8339393653423116,0.8298271402193063,0.0024723399391838497
310,1.4125550270080567,0.20720198927520098,0.0031247615814208986,0.006249523162841797,0.0001,"(50,)",8,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 8}",0.8322528118180293,0.818429054054054,0.8380405405405407,0.8395518477661333,0.8097885380567322,0.8276245607931398,0.01161019699993964,262,0.8317338926719956,0.8336788723537748,0.8347530421234782,0.8259436648020722,0.8217412898678453,0.8295701523638332,0.0049571806171298345
311,1.740727424621582,0.5177258101016939,0.009374904632568359,0.007654577582481064,0.0001,"(50,)",9,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 9}",0.862191854121202,0.8189358108108109,0.8454560810810811,0.8337748207391064,0.8489454177897574,0.8418626589231402,0.014618459148542755,244,0.8600929175288808,0.8353067530761087,0.8358410323994295,0.8251717173339171,0.8526457990529115,0.8418116438782496,0.012699864926978496
312,1.8344365119934083,0.7014258393362073,0.0031248092651367187,0.006249618530273437,0.0001,"(50,)",10,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 10}",0.8431275180459964,0.8750168918918919,0.8567567567567568,0.858286449715021,0.8398056250802208,0.854606243862829,0.012533912120873517,234,0.8456577308023242,0.8847090596999855,0.8492580291909807,0.8499956237589307,0.8494545665178231,0.8558150019940088,0.014528254703212003
313,2.4157294750213625,0.869352146582674,0.0,0.0,0.0001,"(50,)",15,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 15}",0.8557638072855465,0.8649831081081082,0.9067567567567569,0.8757618587975731,0.9361642439994865,0.8878431078570426,0.02961669544247635,176,0.8596353409304807,0.8754772509297268,0.9177956633324387,0.8711094813406584,0.9431130675996009,0.893426160826581,0.03170072054722812
314,2.412609100341797,1.065776719792342,0.0,0.0,0.0001,"(50,)",20,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 20}",0.8745464369649154,0.8545945945945947,0.9321114864864867,0.8721900854936568,0.9320194776023616,0.8930626723155747,0.03255409959316647,167,0.8748277551065712,0.8610956855542209,0.9386889153712022,0.871998299050608,0.9375444349601053,0.8968310180085416,0.03402201459729473
315,2.381357431411743,1.050927965234932,0.0,0.0,0.0001,"(50,)",25,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 25}",0.8745464369649154,0.8545945945945947,0.9321114864864867,0.8721900854936568,0.9320194776023616,0.8930626723155747,0.03255409959316647,167,0.8748277551065712,0.8610956855542209,0.9386889153712022,0.871998299050608,0.9375444349601053,0.8968310180085416,0.03402201459729473
316,2.4094833374023437,1.0775706485764769,0.0,0.0,0.0001,"(50,)",30,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 30}",0.8745464369649154,0.8545945945945947,0.9321114864864867,0.8721900854936568,0.9320194776023616,0.8930626723155747,0.03255409959316647,167,0.8748277551065712,0.8610956855542209,0.9386889153712022,0.871998299050608,0.9375444349601053,0.8968310180085416,0.03402201459729473
